        50
         0         0    0        5.00000       10.05563      -44.56023      -39.90051        0.00000    0        0.00000
         1         1    1       10.00000      -34.42604       32.93352      -34.84552        0.00000    0        0.00000
         2         2    0        5.00000       34.29015      -30.05420       31.07748        0.00000    0        0.00000
         3         3    0        5.00000       33.04527       33.72063       34.08217        0.00000    0        0.00000
         4         4    0        5.00000        1.07845       25.83249      -17.02180        0.00000    0        0.00000
         5         5    0        5.00000      -27.63711       -1.51703      -35.12552        0.00000    0        0.00000
         6         6    0        5.00000       17.81761       -7.91303       19.89079        0.00000    0        0.00000
         7         7    0        5.00000       15.66612      -44.58158       41.50391        0.00000    0        0.00000
         8         8    0        5.00000        7.28320       29.17677      -35.77043        0.00000    0        0.00000
         9         9    0        5.00000       17.81187      -24.75542       17.87393        0.00000    0        0.00000
        10        10    1       10.00000       -2.19174      -24.57081       14.26665        0.00000    0        0.00000
        11        11    0        5.00000        8.82075       40.69404        4.44487        0.00000    0        0.00000
        12        12    0        5.00000      -43.01078       36.84208       35.03615        0.00000    0        0.00000
        13        13    0        5.00000       27.73618      -19.73474       14.26823        0.00000    0        0.00000
        14        14    0        5.00000       38.13425       40.92171       40.07180        0.00000    0        0.00000
        15        15    0        5.00000       23.24929       -9.45560      -30.28951        0.00000    0        0.00000
        16        16    0        5.00000       40.10107       37.88174      -13.57301        0.00000    0        0.00000
        17        17    0        5.00000       31.66853      -30.28699      -36.63320        0.00000    0        0.00000
        18        18    1       10.00000      -19.88192        2.05268      -11.68478        0.00000    0        0.00000
        19        19    0        5.00000      -12.41600      -26.18733       -0.89867        0.00000    0        0.00000
        20        20    0        5.00000        5.90959       15.65115       36.34671        0.00000    0        0.00000
        21        21    0        5.00000      -34.12817      -16.22219       20.10500        0.00000    0        0.00000
        22        22    0        5.00000       20.02828       18.95352       -4.42153        0.00000    0        0.00000
        23        23    0        5.00000      -44.69229      -20.28583      -43.34455        0.00000    0        0.00000
        24        24    0        5.00000       33.45635      -11.40852       44.18204        0.00000    0        0.00000
        25        25    0        5.00000       -0.64605       37.90033      -25.21061        0.00000    0        0.00000
        26        26    0        5.00000      -16.01084        4.39231       41.54615        0.00000    0        0.00000
        27        27    0        5.00000       38.38290       19.33401      -24.92215        0.00000    0        0.00000
        28        28    1       10.00000      -23.55804       31.49490      -11.10754        0.00000    0        0.00000
        29        29    0        5.00000      -40.84071       24.32293        7.56089        0.00000    0        0.00000
        30        30    0        5.00000       17.38106      -37.28181       34.32729        0.00000    0        0.00000
        31        31    0        5.00000      -11.22141      -21.32162       41.83446        0.00000    0        0.00000
        32        32    0        5.00000      -29.46404      -13.77090       -9.13164        0.00000    0        0.00000
        33        33    0        5.00000       39.26819        6.35789       25.92542        0.00000    0        0.00000
        34        34    0        5.00000        3.97021       16.43139      -43.39263        0.00000    0        0.00000
        35        35    0        5.00000      -20.90581       20.05916      -33.42213        0.00000    0        0.00000
        36        36    0        5.00000       32.52873       -9.25632       14.05760        0.00000    0        0.00000
        37        37    1       10.00000       23.07161      -31.41692      -16.39473        0.00000    0        0.00000
        38        38    0        5.00000       18.75940       44.08958       40.41307        0.00000    0        0.00000
        39        39    0        5.00000      -14.20928      -41.54153      -30.19729        0.00000    0        0.00000
        40        40    0        5.00000      -23.27279      -13.95283      -35.68328        0.00000    0        0.00000
        41        41    0        5.00000       35.25598       26.76688       -7.13167        0.00000    0        0.00000
        42        42    0        5.00000       35.36896      -36.89401       -7.13823        0.00000    0        0.00000
        43        43    0        5.00000       16.81058       41.66035       -6.30170        0.00000    0        0.00000
        44        44    0        5.00000       17.65672       37.28333        9.55222        0.00000    0        0.00000
        45        45    1       10.00000       12.32578      -10.63891       -3.88392        0.00000    0        0.00000
        46        46    0        5.00000        8.08471      -30.23824       -3.97401        0.00000    0        0.00000
        47        47    0        5.00000       -0.67380       23.41961       -4.17479        0.00000    0        0.00000
        48        48    0        5.00000       -5.86486        5.35586        3.51756        0.00000    0        0.00000
        49        49    0        5.00000      -19.27380        9.88395      -35.88731        0.00000    0        0.00000
